order_id,movie_name,director,production_company,importer,distributor,release_date,movie_type,long_short,nationality,nation_screen_count,nation_revenue,num_movie_audience,seoul_revenue,seoul_audience,genre,movie_rating,movie_classification
111,상견니,황천인,,오드,"오드,리바이브콘텐츠 주식회사,씨제이 씨지브이(CJ CGV)(주)",2023-01-25,개봉영화,장편,대만,699,"3,608,720,638","360,873","1,245,753,581","121,055",드라마,15세이상관람가,일반영화
112,더 넌 2,마이클 차베즈,,워너브러더스 코리아(주),워너브러더스 코리아(주),2023-09-27,개봉영화,장편,미국,720,"3,751,166,473","360,355","893,366,364","83,670",공포(호러),15세이상관람가,일반영화
113,탄생,박흥식,"민영화사,가톨릭문화원 ALMA ART",,"씨제이 씨지브이(CJ CGV)(주),(주)레드아이스 엔터테인먼트",2022-11-30,개봉영화,장편,한국,670,"3,180,019,816","354,688","862,608,382","95,200",드라마,12세이상관람가,일반영화
114,버즈 라이트이어,앵거스 맥클레인,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2022-06-15,개봉영화,장편,미국,844,"3,509,742,460","344,438","1,212,959,250","110,800",애니메이션,전체관람가,일반영화
115,그대가 조국,이승준,(주)켈빈클레인프로젝트,,(주)엣나인필름,2022-05-25,개봉영화,장편,한국,601,"3,109,424,870","333,541","1,257,987,080","132,045",다큐멘터리,12세이상관람가,독립/예술영화
116,수퍼 소닉2,제프 파울러,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2022-04-06,개봉영화,장편,미국,"1,129","2,848,373,410","315,123","589,880,380","69,317",애니메이션,전체관람가,일반영화
117,웅남이,박성광,(주)영화사김치,,씨제이 씨지브이(CJ CGV)(주),2023-03-22,개봉영화,장편,한국,829,"2,867,713,071","314,152","566,405,921","63,793",코미디,15세이상관람가,일반영화
118,거미집,김지운,앤솔로지스튜디오(주),,(주)바른손이앤에이,2023-09-27,개봉영화,장편,한국,"1,058","3,002,110,348","313,540","1,013,627,343","104,561",코미디,15세이상관람가,일반영화
119,프리 가이,숀 레비,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-08-11,개봉영화,장편,미국,750,"3,119,899,670","312,564","1,185,370,520","118,119",액션,12세이상관람가,일반영화
120,강릉,윤영빈,"(주)아센디오,(주)본팩토리,(주)데이드림엔터테인먼트,(유)조이앤시네마",,"(주)스튜디오 산타클로스엔터테인먼트,(주)아센디오,(주)제이앤씨미디어그룹",2021-11-10,개봉영화,장편,한국,761,"3,175,724,270","306,809","561,721,770","53,448",범죄,청소년관람불가,일반영화
121,던전 앤 드래곤: 도적들의 명예,,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2023-03-29,개봉영화,장편,미국,"1,105","2,935,281,137","293,760","993,800,928","95,470",액션,12세이상관람가,일반영화
122,옥수역귀신,정용기,(주)영화사조아,,(주)스마일이엔티,2023-04-19,개봉영화,장편,한국,314,"2,741,672,100","256,196","508,562,300","47,121",공포(호러),15세이상관람가,일반영화
123,크리에이터,가렛 에드워즈,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2023-10-03,개봉영화,장편,미국,878,"2,701,190,233","255,757","886,004,491","78,690",SF,12세이상관람가,일반영화
124,화란,김창훈,(주)사나이픽처스,,플러스엠 엔터테인먼트,2023-10-11,개봉영화,장편,한국,976,"2,457,632,608","255,023","600,279,959","61,135",드라마,15세이상관람가,일반영화
125,정글 크루즈,자움 콜렛 세라,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-07-28,개봉영화,장편,미국,831,"2,307,504,720","251,071","610,208,560","64,370",액션,12세이상관람가,일반영화
126,아임 히어로 더 파이널,오윤동,씨제이포디플렉스 주식회사,,"씨제이포디플렉스 주식회사,CGV ICECON",2023-03-01,개봉영화,장편,한국,146,"6,059,713,000","250,702","2,165,754,000","88,949",공연,전체관람가,일반영화
127,DC 리그 오브 슈퍼-펫,"자레드 스턴,샘 레빈",,워너브러더스 코리아(주),워너브러더스 코리아(주),2022-08-10,개봉영화,장편,미국,585,"2,322,641,159","248,798","485,970,310","50,781",애니메이션,전체관람가,일반영화
128,해피 뉴 이어,곽재용,(주)하이브미디어코프,,"(주)씨제이이엔엠,주식회사 티빙",2021-12-29,개봉영화,장편,한국,832,"2,195,273,900","236,642","609,236,390","65,949",멜로/로맨스,12세이상관람가,일반영화
129,나일 강의 죽음,케네스 브래너,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2022-02-09,개봉영화,장편,미국,"1,041","2,242,081,480","232,883","829,557,980","84,621",범죄,12세이상관람가,일반영화
130,소울메이트,민용근,"클라이맥스 스튜디오(주),(주)앤드마크,(주)스튜디오앤뉴,(주)키이스트",,(주)넥스트엔터테인먼트월드(NEW),2023-03-15,개봉영화,장편,한국,749,"2,236,460,069","231,257","805,943,753","81,407",드라마,12세이상관람가,일반영화
131,메간,제라드 존스톤,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2023-01-25,개봉영화,장편,미국,704,"2,331,686,898","230,874","576,210,031","57,986",공포(호러),15세이상관람가,일반영화
132,아바타 리마스터링,제임스 카메론,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2022-09-21,개봉영화,장편,미국,285,"3,895,090,540","230,712","1,472,193,500","79,121",SF,12세이상관람가,일반영화
133,극장판 헬로카봇: 수상한 마술단의 비밀,"최신규,이슬기,정승원","(주)초이락컨텐츠컴퍼니,스튜디오더블유바바(주)",,롯데컬처웍스(주)롯데엔터테인먼트,2022-09-28,개봉영화,장편,한국,790,"2,140,400,817","228,380","364,646,739","37,819",애니메이션,전체관람가,일반영화
134,젠틀맨,김경원,"(주)트릭스터,주식회사 에이치앤드엔터테인먼트",,플러스엠 엔터테인먼트,2022-12-28,개봉영화,장편,한국,751,"2,117,158,503","224,719","602,322,075","62,905",범죄,15세이상관람가,일반영화
135,극장판 뽀로로와 친구들: 바이러스를 없애줘!,박영균,(주)오콘,,(주)넥스트엔터테인먼트월드(NEW),2022-12-01,개봉영화,장편,한국,380,"1,947,417,500","216,084","362,730,000","38,144",애니메이션,전체관람가,일반영화
136,"극장판 포켓몬스터: 정글의 아이, 코코",야지마 테츠오,,(주)포켓몬코리아,(주)넥스트엔터테인먼트월드(NEW),2021-09-15,개봉영화,장편,일본,699,"1,941,940,320","213,913","344,498,600","36,151",애니메이션,전체관람가,일반영화
137,매트릭스: 리저렉션,라나 워쇼스키,,워너브러더스 코리아(주),워너브러더스 코리아(주),2021-12-22,개봉영화,장편,미국,970,"2,121,245,270","213,693","792,315,420","77,491",액션,15세이상관람가,일반영화
138,바빌론,데이미언 셔젤,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2023-02-01,개봉영화,장편,미국,852,"2,094,434,105","209,096","985,701,648","96,174",드라마,청소년관람불가,일반영화
139,베니스 유령 살인사건,케네스 브래너,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2023-09-13,개봉영화,장편,미국,876,"2,004,006,347","205,101","714,856,546","71,443",범죄,12세이상관람가,일반영화
140,원피스 필름 레드,타니구치 고로,,에스엠지홀딩스 주식회사,(주)넥스트엔터테인먼트월드(NEW),2022-11-30,개봉영화,장편,일본,550,"2,160,522,247","203,044","636,518,666","57,016",애니메이션,12세이상관람가,일반영화
141,용감한 시민,박진표,"스튜디오엔(주),볼미디어(주)",,(주)마인드마크,2023-10-25,개봉영화,장편,한국,887,"1,856,143,829","202,132","409,374,047","43,602",액션,15세이상관람가,일반영화
142,극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,쿄고쿠 타카히코,,(주)씨제이이엔엠,(주)씨제이이엔엠,2021-09-15,개봉영화,장편,일본,593,"1,896,872,490","199,726","268,671,600","26,711",애니메이션,전체관람가,일반영화
143,문폴,롤랜드 에머리히,,(주)누리픽쳐스,(주)누리픽쳐스,2022-03-16,개봉영화,장편,미국,"1,174","1,962,767,300","195,344","594,958,230","57,054",액션,12세이상관람가,일반영화
144,멍뭉이,김주환,"(주)와이웍스엔터테인먼트,(주)돈키호테엔터테인먼트",,(주)키다리스튜디오,2023-03-01,개봉영화,장편,한국,649,"1,812,783,386","194,391","547,069,576","56,292",드라마,전체관람가,일반영화
145,킬링 로맨스,이원석,"(주)영화사 이창,쇼트케이크(주)",,롯데컬처웍스(주)롯데엔터테인먼트,2023-04-14,개봉영화,장편,한국,998,"1,832,316,642","191,542","715,774,760","73,330",코미디,15세이상관람가,일반영화
146,오펀: 천사의 탄생,윌리엄 브렌트 벨,,(주)퍼스트런,메가박스중앙(주),2022-10-12,개봉영화,장편,미국,707,"1,807,207,476","177,705","518,641,020","51,976",공포(호러),15세이상관람가,일반영화
147,방법: 재차의,김용완,"클라이맥스 스튜디오(주),(주)씨제이이엔엠,스튜디오 드래곤,(주)키이스트",,(주)씨제이이엔엠,2021-07-28,개봉영화,장편,한국,838,"1,542,513,510","172,969","347,753,420","38,779",미스터리,15세이상관람가,일반영화
148,극장판 엄마 까투리: 도시로 간 까투리 가족,정길훈,(주)퍼니플럭스,,(주)넥스트엔터테인먼트월드(NEW),2022-09-08,개봉영화,장편,한국,616,"1,591,633,099","171,367","285,360,594","31,886",애니메이션,전체관람가,일반영화
149,앵커,정지연,"(주)인사이트필름,(주)어바웃잇,(주)디씨지플러스",,(주)에이스메이커무비웍스,2022-04-20,개봉영화,장편,한국,"1,032","1,650,141,610","171,105","476,095,980","49,757",스릴러,15세이상관람가,일반영화
150,가문의 영광: 리턴즈,"정태원,정용기",(주)태원엔터테인먼트,,(주)넥스트엔터테인먼트월드(NEW),2023-09-21,개봉영화,장편,한국,823,"1,603,946,160","167,164","282,473,277","29,353",코미디,15세이상관람가,일반영화
151,마루이 비디오,윤준형,"(주)발포플랜,(주)브라더픽처스",,"씨제이 씨지브이(CJ CGV)(주),(주)케이티알파",2023-02-22,개봉영화,장편,한국,284,"1,704,980,000","165,822","311,428,000","31,090",미스터리,15세이상관람가,일반영화
152,고장난 론,"사라 스미스,장 필립 바인,옥타비오 E. 로드리게즈",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-10-27,개봉영화,장편,미국,904,"1,440,020,590","160,005","356,391,860","37,312",애니메이션,전체관람가,일반영화
153,공기살인,조용선,"(주)마스터원엔터테인먼트,TCO(주)더콘텐츠온",,"TCO(주)더콘텐츠온,씨제이 씨지브이(CJ CGV)(주)",2022-04-22,개봉영화,장편,한국,756,"1,473,339,250","158,265","344,144,210","37,616",드라마,12세이상관람가,일반영화
154,극장판 엉덩이 탐정: 수플레 섬의 비밀,자코 아키후미,,에스엠지홀딩스 주식회사,(주)넥스트엔터테인먼트월드(NEW),2022-05-05,개봉영화,장편,일본,770,"1,406,338,740","152,301","218,488,520","22,968",애니메이션,전체관람가,일반영화
155,퍼피 구조대: 더 마이티 무비,캘런 브런커,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2023-10-06,개봉영화,장편,미국,566,"1,348,018,721","146,214","246,439,343","25,808",애니메이션,전체관람가,일반영화
156,불릿 트레인,데이빗 레이치,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2022-08-24,개봉영화,장편,미국,904,"1,554,615,073","143,620","602,994,982","52,936",액션,청소년관람불가,일반영화
157,하우스 오브 구찌,리들리 스콧,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-01-12,개봉영화,장편,미국,734,"1,415,370,730","143,605","782,911,850","78,802",범죄,15세이상관람가,일반영화
158,눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,알렉세이 트시칠린,,(주)퍼스트런,메가박스중앙(주),2022-12-22,개봉영화,장편,기타,626,"1,301,016,791","141,354","210,642,787","22,495",애니메이션,전체관람가,일반영화
159,극장판 엉덩이 탐정: 미스터리 가면 ~최강의 대결,,,에스엠지홀딩스 주식회사,(주)넥스트엔터테인먼트월드(NEW),2023-09-28,개봉영화,장편,일본,601,"1,253,696,227","137,568","236,500,490","25,147",애니메이션,전체관람가,일반영화
160,남은 인생 10년,후지이 미치히토,,(주)엔케이컨텐츠,(주)디스테이션,2023-05-24,개봉영화,장편,일본,203,"1,459,624,700","136,412","506,283,100","46,301",멜로/로맨스,12세이상관람가,독립/예술영화
161,극장판 슈퍼윙스: 맥시멈 스피드,정길훈,(주)퍼니플럭스,,(주)넥스트엔터테인먼트월드(NEW),2023-07-20,개봉영화,장편,한국,407,"1,191,803,519","135,934","220,161,255","24,155",애니메이션,전체관람가,일반영화
162,플라워 킬링 문,마틴 스코세이지,,,롯데컬처웍스(주)롯데엔터테인먼트,2023-10-19,개봉영화,장편,미국,719,"1,268,149,745","134,470","524,136,947","54,791",범죄,청소년관람불가,일반영화
163,보호자,정우성,(주)영화사테이크,,(주)에이스메이커무비웍스,2023-08-15,개봉영화,장편,한국,685,"1,234,961,700","128,084","337,910,129","33,035",액션,15세이상관람가,일반영화
164,두다다쿵: 후후섬의 비밀,"최병선,김지윤",아이스크림 스튜디오(주),,(주)넥스트엔터테인먼트월드(NEW),2023-02-15,개봉영화,장편,한국,514,"1,136,200,550","125,950","175,227,161","18,979",애니메이션,전체관람가,일반영화
165,메가로돈 2,벤 휘틀리,,워너브러더스 코리아(주),워너브러더스 코리아(주),2023-08-15,개봉영화,장편,미국,415,"1,314,843,169","125,935","296,787,380","27,283",액션,12세이상관람가,일반영화
166,웨스트 사이드 스토리,스티븐 스필버그,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2022-01-12,개봉영화,장편,미국,754,"1,225,528,640","122,706","560,733,710","55,321",드라마,12세이상관람가,일반영화
